fac_type,lic_num,park_num,X,Y
Parking Garage,999137,150,-73.98155023,40.74682399
Parking Garage,999365,25,-73.9966915,40.75684077
Parking Garage,999760,70,-73.91510731,40.86982578
Parking Garage,999985,1365,-73.94917852,40.83693035
Parking Garage,1000450,334,-73.97248055,40.74828772
Parking Lot,1001165,76,-73.9966915,40.75684077
Parking Garage,1001512,79,-73.9658169,40.76861351
Parking Garage,1001573,130,-73.97297648,40.75245653
Parking Garage,1002428,66,-73.8462843,40.72070726
Parking Garage,1002786,625,-74.00155761,40.74110172
Parking Garage,1002968,128,-74.02286989,40.64162584
Parking Lot,1003637,45,-73.91254707,40.80564827
Parking Lot,1003796,78,-73.80979666,40.70119265
Parking Garage,1004075,198,-73.95510584,40.78018987
Parking Garage,1004129,47,-73.94430517,40.8072792
Parking Garage,1004164,112,-73.96629142,40.67803733
Parking Lot,1004302,6,-73.95608038,40.71535968
Parking Lot,1004390,25,-73.99326117,40.75541918
Parking Garage,1004391,35,-73.9966915,40.75684077
Parking Lot,1004393,70,-73.99205105,40.75566512
Parking Lot,1004796,140,-73.9349839,40.73782682
Parking Lot,1005064,200,-73.936704,40.80157878
Parking Lot,1005084,44,-73.792821,40.71311535
Parking Garage,1005177,38,-73.96822714,40.76054144
Parking Garage,1005180,83,-73.96766789,40.76013363
Parking Garage,1005482,37,-73.98199576,40.73920952
Parking Garage,1005964,288,-73.96809182,40.75863022
Parking Lot,1006042,80,-73.90282119,40.87922199
Parking Lot,1006043,8,-73.95817675,40.71158977
Parking Garage,1006124,80,-74.00573342,40.74560911
Parking Lot,1006566,150,-73.91976477,40.81616505
Parking Garage,1007334,750,-73.92435832,40.81773038
Parking Garage,1007823,96,-73.92006142,40.83764006
Parking Garage,1007928,120,-73.98986055,40.75934683
Parking Lot,1009139,25,-73.94653792,40.62772226
Parking Garage,1009614,316,-73.97859122,40.68948323
Parking Lot,1009641,6,-73.87616572,40.87163831
Parking Garage,1010035,75,-73.99306608,40.73679929
Parking Garage,1010038,80,-73.96725587,40.7932228
Parking Garage,1010039,92,-73.98393298,40.7654367
Parking Garage,1010041,84,-73.98685316,40.73637878
Parking Garage,1010044,44,-73.96770236,40.79267763
Parking Garage,1010570,198,-73.98880191,40.73400907
Parking Garage,1010916,100,-74.00716315,40.7284342
Parking Lot,1012276,120,-74.0046767,40.67755431
Parking Garage,1012409,100,-74.00809759,40.73816674
Parking Garage,1012474,51,-74.03159235,40.62841625
Parking Lot,1013467,44,-73.91831896,40.86330836
Parking Garage,1013511,240,-73.99364198,40.76465134
Parking Garage,1013974,400,-74.01073809,40.70451368
Parking Lot,1014335,145,-73.99888074,40.75202222
Parking Lot,1014829,9,-73.966355,40.68556865
Parking Garage,1016422,36,-74.0173571,40.70714869
Parking Garage,1016447,202,-73.86148085,40.72646492
Parking Lot,1017361,18,-73.89337238,40.85616867
Parking Garage,1018977,48,-73.99023085,40.73171105
Parking Garage,1019560,200,-73.94653792,40.62772226
Parking Lot,1019603,10,-73.97956719,40.6823121
Parking Lot,1019609,155,-73.98992087,40.69467826
Parking Garage,1020843,751,-73.86329545,40.8378616
Parking Garage,1020999,188,-73.98385736,40.75518148
Parking Garage,1021031,150,-73.98694203,40.75411129
Parking Lot,1021918,10,-73.97862894,40.68682131
Parking Lot,1021919,10,-73.97870861,40.68681384
Parking Lot,1021920,70,-73.97831006,40.68685066
Parking Lot,1021922,60,-73.97834743,40.68752523
Parking Garage,1022575,140,-73.99316534,40.74305862
Parking Garage,1023251,123,-73.91021665,40.88834071
Garage - Parking Lot Combo,1023980,150,-73.985335,40.69750756
Parking Garage,1024898,57,-73.95638673,40.76971422
Parking Garage,1025779,95,-73.96158115,40.77989485
Parking Lot,1025798,36,-73.9968863,40.75025902
Parking Lot,1025799,12,-73.99353642,40.74814632
Parking Lot,1026203,112,-73.94972331,40.78286028
Parking Lot,1026540,233,-73.94283023,40.78577114
Parking Garage,1026542,139,-73.89619858,40.86091271
Parking Lot,1026543,85,-73.89552912,40.8602988
Parking Garage,1026633,267,-73.9926887,40.72833672
Parking Lot,1026759,95,-73.97752353,40.68751155
Parking Garage,1026761,379,-73.98992087,40.69467826
Parking Garage,1028146,60,-73.98620961,40.74497159
Parking Lot,1028877,110,-73.90230146,40.84671071
Parking Lot,1029053,82,-73.99577817,40.74662172
Parking Garage,1029200,99,-74.02557998,40.62760649
Parking Garage,1029225,106,-73.98356091,40.73582277
Parking Lot,1029227,20,-73.87643597,40.87136977
Parking Lot,1029231,84,-73.91530825,40.81677607
Parking Garage,1029322,424,-73.97275972,40.7806233
Parking Garage,1030045,42,-74.01777978,40.70651916
Parking Garage,1030813,69,-73.96382047,40.67886241
Parking Garage,1030925,145,-73.85733616,40.83357066
Parking Lot,1031278,50,-73.91935212,40.81705231
Parking Lot,1031644,30,-73.91225334,40.87280381
Parking Garage,1032982,61,-73.98079351,40.74197625
Parking Garage,1033066,205,-73.97994336,40.77453614
Parking Garage,1034873,126,-73.95296668,40.77634498
Parking Garage,1036915,150,-74.02510493,40.64021839
Parking Garage,1037756,240,-73.91929748,40.83816076
Parking Lot,1037989,71,-73.98986055,40.75934683
Parking Garage,1039043,114,-74.0043619,40.71646567
Parking Garage,1039455,150,-73.98242124,40.74539385
Parking Lot,1040211,49,-74.00581316,40.74673711
Parking Lot,1040511,102,-73.73430018,40.75907422
Parking Lot,1040786,9,-74.0069799,40.70766608
Parking Lot,1040945,250,-73.91546573,40.84342034
Parking Lot,1057432,90,-73.99724222,40.74694155
Parking Lot,1057433,8,-73.99470791,40.71303046
Parking Garage,1058507,53,-73.98480628,40.76423405
Parking Lot,1058882,50,-73.91038006,40.8273731
Parking Lot,1058904,35,-73.9968863,40.75025902
Parking Garage,1059262,108,-73.97460537,40.76413666
Parking Garage,1059291,115,-73.97383891,40.750505
Parking Lot,1060378,703,-73.85971489,40.84166753
Parking Lot,1060379,515,-73.85581883,40.8359784
Parking Lot,1060717,50,-74.00102495,40.75207797
Parking Garage,1061198,166,-74.17869095,40.56345875
Parking Lot,1061393,60,-73.96319861,40.64991903
Parking Lot,1062071,65,-73.90704207,40.87761278
Parking Garage,1062085,113,-73.97071019,40.69255483
Parking Garage,1062413,240,-73.8986223,40.85534716
Parking Garage,1063776,67,-73.96980994,40.75998386
Parking Garage,1065227,44,-73.95176955,40.76600932
Parking Lot,1066115,46,-74.00552202,40.75317599
Parking Lot,1066286,113,-73.82147855,40.7512998
Parking Lot,1067182,54,-73.90868467,40.85242821
Parking Lot,1068098,150,-73.99918086,40.66205207
Parking Lot,1068100,92,-74.00486309,40.70764561
Parking Lot,1068139,197,-73.82147855,40.7512998
Parking Lot,1069545,45,-73.88253673,40.85616864
Parking Garage,1069843,68,-73.98079067,40.74113407
Parking Garage,1070435,49,-73.96983334,40.75212315
Parking Garage,1070436,137,-73.94565535,40.78033456
Parking Garage,1070437,77,-73.94757142,40.7752003
Parking Garage,1070438,177,-73.95691876,40.77072068
Parking Garage,1070439,92,-73.94479229,40.77918223
Parking Garage,1070440,22,-73.95771398,40.77620309
Parking Garage,1070441,235,-73.95347826,40.7672234
Parking Garage,1070442,150,-73.95301061,40.76786192
Parking Garage,1070451,68,-73.97565554,40.74141286
Parking Garage,1070777,100,-73.94988925,40.77206761
Parking Garage,1070778,150,-73.96435106,40.75802334
Parking Garage,1070788,22,-73.98992087,40.69467826
Parking Lot,1070798,42,-73.95012444,40.82495421
Parking Garage,1071280,300,-74.02320168,40.62790802
Parking Garage,1071281,150,-73.94458713,40.77955836
Parking Garage,1071282,84,-73.90994891,40.89262684
Parking Lot,1071283,54,-73.90994891,40.89262684
Parking Lot,1071284,54,-73.91131352,40.8923044
Parking Garage,1071285,84,-73.91131352,40.8923044
Parking Lot,1071993,18,-73.98992087,40.69467826
Parking Garage,1072122,175,-73.99501293,40.74503319
Parking Garage,1072920,262,-73.95853584,40.57676533
Parking Lot,1073336,107,-73.8790562,40.83432139
Parking Lot,1073375,18,-73.99282759,40.67229692
Parking Garage,1074675,250,-73.92893576,40.86687727
Parking Garage,1074682,52,-74.02381699,40.62560905
Parking Garage,1074776,220,-73.95256994,40.77318591
Parking Garage,1075136,96,-73.89313107,40.82552622
Parking Lot,1075181,63,-73.88247545,40.85754731
Parking Garage,1075982,29,-73.9632359,40.76423765
Parking Garage,1076044,115,-74.17873161,40.56329269
Parking Lot,1076667,74,-73.99191011,40.73774636
Parking Lot,1076689,86,-74.008889,40.72124219
Parking Garage,1076703,91,-74.00879555,40.72771618
Parking Lot,1076708,51,-74.0101996,40.73358645
Parking Garage,1076826,94,-73.95738751,40.77007387
Parking Garage,1076840,69,-74.17883104,40.56362621
Parking Garage,1076844,110,-73.95062815,40.78177
Parking Lot,1076965,112,-73.9968863,40.75025902
Parking Lot,1076967,139,-73.7753069,40.67694526
Parking Lot,1077388,35,-73.95069498,40.74209678
Parking Lot,1077409,25,-73.92112667,40.83111853
Parking Lot,1077575,44,-73.9918055,40.76761165
Parking Lot,1077757,33,-73.91405695,40.84145046
Parking Garage,1078420,99,-73.9822959,40.73937065
Parking Garage,1078473,150,-73.90571979,40.87689066
Parking Garage,1078641,87,-74.00600027,40.70795285
Parking Garage,1078653,104,-73.94549228,40.77816815
Parking Garage,1079092,839,-73.99798097,40.74761962
Parking Lot,1079471,84,-73.99041687,40.68958189
Parking Garage,1081571,300,-73.96576575,40.75859175
Parking Lot,1082418,113,-73.9968863,40.75025902
Parking Lot,1082540,31,-73.90231926,40.88232008
Parking Lot,1083289,100,-73.9968863,40.75025902
Parking Garage,1084607,230,-73.82147855,40.7512998
Parking Garage,1084609,320,-73.95491598,40.77834453
Parking Lot,1085596,52,-73.99703376,40.75460633
Parking Garage,1085597,75,-73.88361255,40.75163074
Parking Lot,1086341,110,-73.92157866,40.81633686
Parking Lot,1087706,75,-74.03065295,40.6233871
Parking Garage,1088121,90,-74.0046,40.74471527
Parking Garage,1088937,40,-73.91052056,40.85022297
Parking Garage,1089427,150,-73.96009727,40.75814924
Parking Lot,1089680,60,-74.008889,40.72124219
Parking Lot,1091447,108,-73.88479002,40.86260133
Parking Garage,1091563,134,-73.80979666,40.70119265
Parking Lot,1091809,150,-73.99357903,40.75392243
Parking Lot,1091919,42,-74.03058142,40.62896329
Parking Garage,1093313,372,-73.98396527,40.76716944
Parking Garage,1093314,273,-73.94907106,40.80267971
Parking Garage,1093573,50,-73.88524972,40.84262379
Parking Garage,1094411,250,-73.99389321,40.75234396
Parking Lot,1094901,24,-73.92099423,40.70409574
Parking Lot,1094902,100,-73.91980158,40.70375517
Parking Garage,1095789,150,-73.96796585,40.75957988
Parking Garage,1096606,31,-74.02403078,40.62567251
Parking Lot,1096607,98,-74.00757186,40.73031101
Parking Garage,1096744,92,-73.99132173,40.74492021
Parking Garage,1097071,537,-73.9916162,40.77213709
Parking Garage,1097397,135,-73.94759669,40.8318217
Parking Garage,1097891,101,-73.88518432,40.84299753
Parking Garage,1098933,206,-74.0052882,40.73457801
Parking Garage,1098937,280,-74.00494646,40.7085876
Parking Garage,1099266,244,-73.78226734,40.78070133
Parking Garage,1099297,96,-73.98515238,40.73607089
Parking Garage,1099298,18,-73.99783282,40.75074782
Parking Garage,1099611,99,-74.00463169,40.70708574
Parking Garage,1099885,72,-73.95901808,40.78005673
Parking Lot,1099887,18,-73.99117784,40.74875133
Parking Garage,1100018,72,-73.96450836,40.7556686
Parking Garage,1100021,140,-73.96809182,40.75863022
Parking Garage,1100022,225,-73.96809182,40.75863022
Parking Garage,1100532,140,-73.95918394,40.76920533
Parking Lot,1100547,48,-74.0046,40.74471527
Parking Garage,1100556,190,-73.9962891,40.72110813
Parking Garage,1100843,150,-73.98955322,40.69109688
Parking Garage,1101577,1208,-73.92115562,40.82636286
Parking Lot,1102228,175,-73.98558646,40.69361826
Parking Lot,1102229,59,-74.00213864,40.71758572
Parking Lot,1102349,60,-73.94919748,40.80933865
Parking Lot,1102421,150,-73.8723789,40.76341327
Parking Garage,1102792,60,-73.98707693,40.76269082
Parking Garage,1103762,65,-73.92079689,40.86550131
Parking Lot,1104541,18,-73.90527106,40.67871224
Parking Lot,1104818,21,-73.9966915,40.75684077
Parking Lot,1105006,808,-73.82147855,40.7512998
Parking Garage,1105864,57,-74.02372907,40.62646723
Parking Lot,1106244,24,-73.93357905,40.85442266
Parking Garage,1107285,149,-73.97007974,40.75797837
Parking Garage,1107288,120,-73.9918055,40.76761165
Parking Lot,1108273,150,-73.9883099,40.68988801
Parking Lot,1109612,150,-74.00982342,40.73807525
Parking Garage,1109621,89,-73.94629267,40.7913612
Parking Lot,1110463,108,-73.7753069,40.67694526
Parking Garage,1111678,152,-73.99446936,40.74191648
Parking Lot,1111971,90,-73.98430678,40.74321184
Parking Lot,1113079,35,-73.99110922,40.75607143
Parking Garage,1113131,160,-73.99610201,40.75373757
Parking Garage,1113133,94,-73.97002573,40.76133264
Parking Garage,1113135,318,-73.9918055,40.76761165
Parking Garage,1113944,80,-73.98635747,40.76819467
Parking Garage,1114025,64,-73.97037288,40.78910943
Parking Garage,1114184,150,-73.95052848,40.78642393
Parking Garage,1114865,213,-73.95978287,40.75866425
Parking Garage,1114874,250,-73.98887215,40.73194395
Parking Lot,1115799,70,-73.96082841,40.8175878
Parking Lot,1116428,100,-73.88479847,40.81357908
Parking Garage,1116799,209,-73.9500573,40.78552867
Parking Lot,1117312,118,-73.93694358,40.80414858
Parking Garage,1117512,100,-73.92014472,40.83200585
Parking Garage,1117862,76,-73.97402158,40.74968372
Parking Garage,1117864,51,-73.966539,40.78362557
Parking Garage,1117868,57,-73.95758816,40.78122584
Parking Lot,1117900,50,-73.92816856,40.82164693
Parking Garage,1117939,100,-73.95290034,40.81154956
Parking Garage,1118320,149,-74.0060633,40.71445705
Parking Garage,1118641,95,-73.98325711,40.76774722
Parking Lot,1118656,74,-73.90214205,40.83984836
Parking Garage,1119290,43,-73.95762387,40.78241524
Parking Lot,1119974,100,-73.97956719,40.6823121
Parking Garage,1122008,104,-73.95483147,40.77066038
Parking Garage,1122123,53,-73.98289846,40.73914078
Parking Garage,1124818,70,-73.95062815,40.78177
Parking Lot,1124929,90,-73.99026445,40.7111097
Parking Garage,1125479,33,-73.94816326,40.77216068
Parking Garage,1125503,67,-73.95918394,40.76920533
Parking Garage,1125528,88,-73.98123133,40.76898607
Garage - Parking Lot Combo,1125593,204,-73.93635955,40.80477823
Parking Garage,1126177,38,-73.95570858,40.76939077
Parking Garage,1126181,25,-73.95918394,40.76920533
Parking Garage,1126256,55,-73.99656478,40.74205138
Parking Garage,1126345,83,-74.02775119,40.62823701
Parking Lot,1126560,33,-73.89168236,40.83078173
Parking Lot,1126896,67,-73.98986055,40.75934683
Parking Garage,1126900,45,-73.97382409,40.74345848
Parking Garage,1126970,88,-74.00910489,40.71351584
Parking Garage,1126972,160,-73.96576146,40.67751766
Parking Garage,1127480,28,-73.95555569,40.77181894
Parking Garage,1127531,75,-74.02027943,40.64098656
Parking Garage,1127867,225,-73.9918055,40.76761165
Parking Garage,1127872,99,-73.9918055,40.76761165
Parking Garage,1127924,80,-74.06876264,40.60479538
Parking Garage,1128757,74,-73.95331947,40.78525221
Parking Garage,1128837,69,-73.91507486,40.84395849
Parking Lot,1128977,126,-74.07931813,40.64485942
Parking Garage,1129152,112,-73.99327322,40.73588023
Parking Garage,1129460,126,-73.82719028,40.76862022
Parking Garage,1129469,85,-73.8462843,40.72070726
Parking Lot,1129975,50,-73.98583147,40.71612147
Parking Lot,1130048,135,-73.82147855,40.7512998
Parking Garage,1130359,168,-73.96809182,40.75863022
Parking Garage,1130472,95,-73.94379565,40.78455702
Parking Garage,1130687,35,-73.96133204,40.77008683
Parking Garage,1130760,71,-73.99577337,40.75921943
Parking Garage,1130762,226,-73.9918055,40.76761165
Parking Garage,1130936,61,-73.9893447,40.73595329
Parking Lot,1131055,138,-73.82719028,40.76862022
Parking Lot,1131830,80,-73.98992087,40.69467826
Parking Lot,1131833,30,-73.98992087,40.69467826
Parking Lot,1132122,80,-73.90535525,40.81353575
Parking Garage,1132131,61,-73.99889388,40.74222325
Garage - Parking Lot Combo,1132509,250,-74.0046,40.74471527
Parking Garage,1133045,53,-73.95242073,40.77474629
Parking Garage,1133060,72,-73.96005629,40.78134494
Parking Garage,1133061,44,-73.97954336,40.76705294
Parking Garage,1133585,76,-73.9676519,40.7521411
Parking Garage,1133680,124,-73.9880879,40.75561381
Parking Garage,1133687,150,-74.0046,40.74471527
Parking Garage,1134343,100,-73.91734934,40.8427863
Parking Lot,1134501,63,-73.99407459,40.70952437
Parking Garage,1135017,226,-74.00404121,40.71608205
Parking Garage,1135061,275,-73.98877433,40.73566606
Parking Garage,1135063,208,-73.97214818,40.74730342
Parking Garage,1135076,169,-73.97823299,40.74524297
Parking Garage,1135083,96,-73.97823299,40.74524297
Parking Garage,1135086,42,-73.97823299,40.74524297
Parking Garage,1135103,96,-73.97823299,40.74524297
Parking Garage,1135106,98,-73.98289846,40.73914078
Parking Garage,1135112,62,-73.98289846,40.73914078
Parking Garage,1135120,83,-73.9756188,40.74059643
Parking Garage,1135161,25,-74.01037836,40.72321058
Parking Lot,1135386,100,-73.92042409,40.83976743
Parking Lot,1135393,54,-73.98289846,40.73914078
Parking Lot,1135395,108,-73.98289846,40.73914078
Parking Lot,1135396,18,-73.98642179,40.74191333
Parking Garage,1135959,248,-73.95918394,40.76920533
Parking Garage,1137035,433,-73.95918394,40.76920533
Parking Garage,1137049,475,-73.9918055,40.76761165
Parking Garage,1137052,220,-74.00929018,40.72001799
Parking Garage,1137167,224,-73.98892401,40.74540275
Parking Garage,1137171,225,-73.98986055,40.75934683
Parking Garage,1137946,213,-73.98986055,40.75934683
Parking Garage,1137953,84,-73.9918055,40.76761165
Parking Garage,1138103,150,-73.92616141,40.86373292
Parking Garage,1139987,61,-73.9863736,40.75997452
Parking Garage,1140019,225,-73.9918055,40.76761165
Parking Lot,1140965,35,-73.99564884,40.74910453
Parking Lot,1140970,25,-73.99503593,40.74874233
Parking Garage,1141698,183,-74.008889,40.72124219
Parking Lot,1141705,45,-74.008889,40.72124219
Parking Garage,1142024,161,-73.99629557,40.75584219
Parking Garage,1142057,195,-73.99279662,40.74289674
Parking Lot,1143627,145,-73.89832419,40.84579837
Parking Garage,1143750,106,-73.966539,40.78362557
Parking Lot,1144266,100,-73.90105365,40.82934292
Parking Garage,1144398,143,-73.98206828,40.76530119
Parking Garage,1144401,185,-73.96809182,40.75863022
Parking Lot,1145890,15,-73.88428535,40.85590946
Parking Garage,1146395,180,-73.86148085,40.72646492
Parking Garage,1146406,60,-73.94980462,40.7761376
Parking Garage,1146424,180,-73.86148085,40.72646492
Parking Garage,1146456,73,-73.99182499,40.744179
Parking Garage,1146716,81,-73.99220506,40.69419366
Parking Garage,1146910,300,-73.99742106,40.71408336
Parking Garage,1146930,94,-73.9921491,40.74890421
Parking Lot,1147734,50,-73.92384137,40.82069641
Parking Lot,1148572,110,-73.93777091,40.82668193
Parking Garage,1148650,86,-73.98935652,40.76810275
Parking Garage,1148651,292,-73.92384137,40.82069641
Parking Garage,1148653,53,-73.986951,40.756054
Parking Lot,1148777,75,-73.90605568,40.85531621
Parking Garage,1148944,400,-74.00924522,40.72952382
Parking Lot,1150017,33,-73.88364336,40.84635169
Parking Garage,1151530,90,-73.98065577,40.727959
Parking Garage,1151772,150,-73.84847449,40.8402017
Parking Lot,1151777,64,-73.90971942,40.83044367
Parking Lot,1151780,64,-73.90965743,40.83042395
Parking Garage,1152232,50,-73.95347152,40.76588078
Parking Garage,1152784,79,-74.03171266,40.63078009
Parking Garage,1153003,108,-73.98573005,40.73520449
Parking Lot,1153766,227,-73.96809182,40.75863022
Parking Garage,1154973,276,-74.00307186,40.70935929
Parking Garage,1154974,35,-73.96908382,40.75107063
Parking Garage,1154975,50,-73.95275541,40.77921698
Parking Lot,1155046,66,-73.99290453,40.71242771
Parking Garage,1155049,62,-73.99435645,40.72421324
Parking Garage,1155050,160,-73.98289846,40.73914078
Parking Garage,1155053,374,-74.0046,40.74471527
Parking Garage,1155070,82,-73.99630163,40.7500613
Parking Garage,1155071,200,-73.96162611,40.76764608
Parking Garage,1155355,225,-73.97728772,40.76433224
Parking Garage,1155370,300,-73.97297648,40.75245653
Parking Lot,1155478,80,-73.98986055,40.75934683
Parking Lot,1155671,54,-73.89521439,40.86102316
Parking Garage,1155791,147,-73.89593941,40.85715034
Parking Lot,1157097,275,-73.9193175,40.79381704
Parking Garage,1157180,140,-73.98599774,40.77136028
Parking Lot,1157522,250,-73.87860283,40.84309035
Parking Garage,1157539,218,-73.95062815,40.78177
Parking Garage,1157547,54,-73.98264495,40.73945867
Parking Garage,1157614,750,-73.98862169,40.6893211
Parking Garage,1157668,23,-74.008889,40.72124219
Parking Lot,1158884,54,-73.99353318,40.73849396
Parking Garage,1159049,196,-73.98213986,40.76556991
Parking Garage,1159260,50,-73.95764675,40.68279561
Parking Garage,1159592,232,-74.008889,40.72124219
Parking Garage,1159595,318,-74.01035597,40.71864812
Parking Garage,1159674,100,-73.92997897,40.85966471
Parking Lot,1159860,16,-73.91450737,40.87101077
Parking Lot,1160254,149,-73.91702302,40.86369453
Parking Lot,1161033,253,-73.999532,40.57630466
Parking Garage,1161319,149,-73.94620878,40.68018288
Garage - Parking Lot Combo,1162793,238,-73.92394888,40.82332856
Parking Lot,1163601,125,-73.93516565,40.80345744
Parking Garage,1163769,191,-73.99943361,40.71564728
Parking Garage,1164348,623,-73.98348428,40.68872067
Parking Lot,1166499,140,-73.9968863,40.75025902
Parking Garage,1166505,90,-73.97583493,40.76043887
Parking Lot,1167112,25,-73.89686664,40.89252768
Parking Garage,1167341,74,-73.92054135,40.74489337
Parking Garage,1168355,120,-73.9968863,40.75025902
Parking Lot,1168823,71,-73.93730519,40.83819545
Parking Lot,1170235,150,-74.00781024,40.71241494
Parking Garage,1171189,988,-74.01355357,40.70825614
Parking Garage,1171216,147,-73.966539,40.78362557
Parking Garage,1171647,135,-73.96224092,40.80524788
Parking Garage,1171649,190,-73.98816104,40.7706754
Parking Garage,1171703,67,-73.98887215,40.73194395
Parking Lot,1171971,143,-73.89600082,40.81506629
Parking Lot,1172285,51,-73.90725751,40.83669264
Parking Garage,1172406,120,-73.98957043,40.70268647
Parking Garage,1172794,95,-73.97392884,40.79556104
Garage - Parking Lot Combo,1174338,100,-73.86603236,40.84071714
Parking Lot,1174372,125,-73.74679789,40.77239842
Parking Garage,1175121,232,-74.01528866,40.71136651
Parking Garage,1175125,371,-74.01544154,40.71445118
Parking Lot,1175517,36,-74.00307186,40.70935929
Parking Lot,1175521,120,-74.00307186,40.70935929
Parking Garage,1175732,79,-74.01440845,40.70817632
Parking Lot,1175736,99,-73.9238921,40.82324871
Parking Garage,1175838,73,-73.96066384,40.7706678
Parking Garage,1176383,201,-73.8723789,40.76341327
Parking Garage,1177260,490,-73.94660458,40.76535053
Parking Lot,1177347,225,-73.84485515,40.85026199
Parking Lot,1177564,42,-73.88798959,40.82060557
Parking Garage,1177630,398,-73.9380095,40.84755643
Parking Garage,1178854,315,-73.97705863,40.75399871
Parking Lot,1179362,28,-73.88825807,40.82042611
Parking Garage,1179523,48,-73.989775,40.76752008
Parking Lot,1179976,100,-73.89438761,40.87079245
Parking Garage,1179983,120,-73.9966915,40.75684077
Parking Garage,1180320,43,-73.9596566,40.78032652
Parking Garage,1180712,86,-73.9861866,40.75197989
Parking Garage,1180717,52,-73.94239553,40.800766
Parking Garage,1180744,36,-73.94594194,40.78207121
Parking Garage,1180977,1500,-73.9968863,40.75025902
Parking Lot,1180979,225,-73.9968863,40.75025902
Parking Garage,1181002,423,-73.98986055,40.75934683
Parking Garage,1181008,255,-73.9968863,40.75025902
Parking Garage,1181079,93,-74.02412924,40.64147417
Parking Lot,1181102,40,-74.008889,40.72124219
Parking Garage,1181103,115,-73.95012444,40.82495421
Parking Lot,1181110,38,-74.01494878,40.70909309
Parking Garage,1181124,116,-73.96194949,40.76781257
Parking Lot,1181309,34,-73.90818022,40.82914739
Parking Garage,1181333,52,-73.97550265,40.79040792
Parking Garage,1181493,100,-73.95918394,40.76920533
Parking Garage,1181507,75,-73.97877619,40.75042407
Parking Lot,1181623,150,-73.9222246,40.83710952
Parking Garage,1181894,63,-73.95028106,40.77550784
Parking Garage,1182190,68,-73.97297648,40.75245653
Parking Garage,1182222,50,-73.94926775,40.68075867
Parking Garage,1182251,155,-73.94350459,40.7877533
Parking Garage,1182377,70,-74.02497705,40.64021071
Parking Garage,1182385,38,-73.98887215,40.73194395
Parking Garage,1182737,500,-73.9968863,40.75025902
Parking Garage,1182751,515,-73.95463838,40.77996679
Parking Garage,1183389,109,-73.94274303,40.78600459
Parking Garage,1183626,31,-73.95828844,40.77299391
Parking Lot,1184053,185,-73.97081563,40.79339102
Parking Garage,1184091,31,-73.9570488,40.7682791
Parking Garage,1184260,41,-74.01636331,40.71667663
Parking Garage,1184264,76,-74.00750118,40.71988025
Parking Garage,1184299,39,-74.02353848,40.64112271
Parking Garage,1184438,200,-74.00825505,40.70768805
Parking Lot,1184568,99,-74.01871423,40.64003325
Parking Lot,1185040,31,-73.93218231,40.84943043
Parking Garage,1185215,1903,-73.87835116,40.7387104
Parking Garage,1185592,51,-74.00232342,40.73301839
Parking Garage,1185631,182,-73.96809182,40.75863022
Parking Lot,1185862,57,-73.97675271,40.7659014
Parking Lot,1186129,25,-73.9968863,40.75025902
Parking Garage,1186204,290,-73.99257179,40.74447055
Parking Lot,1186413,170,-73.99647461,40.76692278
Parking Lot,1186538,105,-73.95918394,40.76920533
Parking Garage,1186692,25,-74.02502936,40.62720439
Parking Garage,1186721,120,-73.98555707,40.73002744
Parking Garage,1187066,147,-73.9918055,40.76761165
Parking Garage,1187112,136,-73.973266,40.76388354
Parking Lot,1187204,63,-73.9255547,40.86291533
Parking Garage,1187231,140,-73.97150402,40.67591863
Parking Garage,1187425,130,-73.93866903,40.74570245
Parking Lot,1187631,53,-73.99247132,40.7286449
Parking Garage,1187632,43,-73.98667358,40.73394198
Parking Garage,1187738,100,-73.89752695,40.86017585
Parking Garage,1187786,123,-74.01568869,40.71769776
Parking Garage,1188120,88,-74.02816042,40.62754347
Parking Garage,1188527,51,-74.17879655,40.56358193
Parking Lot,1188922,118,-73.88816511,40.86410832
Parking Lot,1189161,121,-73.99521381,40.76616123
Parking Lot,1189221,100,-73.90232489,40.67756911
Parking Garage,1189274,95,-73.82855612,40.70828608
Parking Garage,1189587,150,-73.96809182,40.75863022
Parking Garage,1189911,101,-73.8462843,40.72070726
Parking Garage,1189957,96,-73.96744584,40.69604329
Parking Lot,1189991,72,-73.92288764,40.84800973
Parking Garage,1190381,304,-73.94612011,40.80807812
Parking Garage,1190557,95,-73.97480118,40.74761818
Parking Garage,1191060,17,-73.97267878,40.76472329
Parking Garage,1191160,35,-73.97448878,40.74825276
Parking Lot,1191317,75,-73.91003363,40.69899315
Parking Garage,1191722,105,-73.99103818,40.75861378
Parking Garage,1191803,14,-73.95060289,40.77314824
Parking Lot,1192089,50,-74.01210321,40.63606505
Parking Garage,1192245,390,-73.94894567,40.78332126
Parking Garage,1192260,53,-73.9605446,40.77064855
Parking Garage,1192275,35,-74.17877051,40.56349273
Parking Garage,1192284,30,-73.95646401,40.78094705
Parking Garage,1192294,150,-73.96508474,40.7526551
Parking Garage,1192299,32,-74.00687435,40.70850493
Parking Lot,1192326,100,-73.9968863,40.75025902
Parking Garage,1192341,515,-73.97798959,40.71251253
Parking Lot,1192345,50,-73.98289846,40.73914078
Parking Garage,1192349,180,-73.97798959,40.71251253
Parking Garage,1192361,75,-73.9635887,40.75861416
Parking Garage,1192617,163,-74.00534216,40.74986649
Parking Garage,1192853,200,-73.99163649,40.71702324
